message_enqueued_time,Press_Samskipahöllin,Press_Leikskolinn_Adalthing,Press_Leikskolinn_Baugur,Press_Vatnsendaskoli,Press_Leikskolinn_Solhvarf
2024-03-08 15:00:00,6.702473958333333,5.9775390625,6.674397786458333,3.563232421875,5.5322265625
2024-03-08 16:00:00,6.713460286458333,5.974934895833333,6.655680338541667,3.643798828125,5.505022321428572
2024-03-08 17:00:00,6.69189453125,5.9716796875,6.648356119791667,3.59130859375,5.508858816964286
2024-03-08 18:00:00,6.642659505208333,,6.604410807291667,3.5738118489583335,5.4736328125
2024-03-08 19:00:00,6.629231770833333,5.855189732142857,6.58447265625,3.5664876302083335,5.46142578125
2024-03-08 20:00:00,6.6259765625,5.9130859375,6.595284598214286,3.64990234375,5.449218750000001
2024-03-08 21:00:00,6.653238932291667,5.916883680555555,6.645100911458333,3.6177571614583335,5.47607421875
2024-03-08 22:00:00,6.658121744791667,5.932210286458333,6.626790364583333,3.6185709635416665,5.517578125000001
2024-03-08 23:00:00,6.650797526041667,5.9619140625,6.645914713541667,3.602294921875,
2024-03-09 00:00:00,6.675211588541667,5.963309151785714,6.671956380208333,3.5929361979166665,
2024-03-09 01:00:00,6.666666666666667,5.95947265625,6.68701171875,3.5989815848214284,
2024-03-09 02:00:00,6.667887369791667,5.964084201388889,6.676432291666667,3.655598958333334,5.488281250000001
2024-03-09 03:00:00,6.692708333333333,5.949009486607143,6.672770182291667,3.6006673177083335,5.562744140625
2024-03-09 04:00:00,6.702473958333333,5.971272786458333,6.692708333333333,3.58642578125,
2024-03-09 05:00:00,6.654866536458333,5.9609375,6.6796875,3.5794503348214284,
2024-03-09 06:00:00,6.646321614583333,5.958116319444445,6.681722005208333,3.6083984375,5.530273437500001
2024-03-09 07:00:00,6.642252604166667,5.946451822916667,6.643473307291667,3.6051432291666665,5.579833984375
2024-03-09 08:00:00,6.6162109375,5.88897705078125,6.609700520833333,3.6417643229166665,
2024-03-09 09:00:00,6.538492838541667,5.814615885416667,6.527099609375,3.662109375,
2024-03-09 10:00:00,6.564127604166667,5.85906982421875,6.563313802083333,3.6700439453125,5.3369140625
2024-03-09 11:00:00,6.591796875,5.861545138888889,6.566336495535714,3.636474609375,5.457275390625
2024-03-09 12:00:00,6.603190104166667,5.906982421875,6.6064453125,3.57513427734375,5.49658203125
2024-03-09 13:00:00,6.615164620535714,5.8447265625,6.565755208333333,3.604736328125,5.468750000000001
2024-03-09 14:00:00,6.637776692708333,,6.624348958333333,3.5933430989583335,5.489501953125
2024-03-09 15:00:00,6.63330078125,5.92498779296875,6.612548828125,3.6246744791666665,5.476888020833333
2024-03-09 16:00:00,6.605631510416667,5.8857421875,6.637369791666667,3.5909016927083335,5.4541015625
2024-03-09 17:00:00,6.627371651785714,5.94024658203125,6.628824869791667,3.5595703125,
2024-03-09 18:00:00,6.614176432291667,5.896484375,6.589762369791667,3.6848958333333335,
